"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00025333","SITKA AIRPORT, AK US","2018-07-01","0.25",,"62","50"
"USW00025333","SITKA AIRPORT, AK US","2018-07-02","0.01",,"58","53"
"USW00025333","SITKA AIRPORT, AK US","2018-07-03","0.00",,"70","54"
"USW00025333","SITKA AIRPORT, AK US","2018-07-04","0.00",,"70","55"
"USW00025333","SITKA AIRPORT, AK US","2018-07-05","0.00",,"67","55"
"USW00025333","SITKA AIRPORT, AK US","2018-07-06","0.00",,"59","55"
"USW00025333","SITKA AIRPORT, AK US","2018-07-07","0.00",,"58","55"
"USW00025333","SITKA AIRPORT, AK US","2018-07-08","0.00",,"62","54"
"USW00025333","SITKA AIRPORT, AK US","2018-07-09","0.00",,"66","55"
"USW00025333","SITKA AIRPORT, AK US","2018-07-10","0.44",,"59","53"
"USW00025333","SITKA AIRPORT, AK US","2018-07-11","0.29",,"56","50"
"USW00025333","SITKA AIRPORT, AK US","2018-07-12","0.02",,"63","49"
"USW00025333","SITKA AIRPORT, AK US","2018-07-13","0.00",,"65","48"
"USW00025333","SITKA AIRPORT, AK US","2018-07-14","0.32",,"58","52"
"USW00025333","SITKA AIRPORT, AK US","2018-07-15","0.75",,"56","52"
"USW00025333","SITKA AIRPORT, AK US","2018-07-16","0.61",,"59","52"
"USW00025333","SITKA AIRPORT, AK US","2018-07-17","0.00",,"64","52"
"USW00025333","SITKA AIRPORT, AK US","2018-07-18","0.16",,"60","53"
"USW00025333","SITKA AIRPORT, AK US","2018-07-19","0.14",,"60","53"
"USW00025333","SITKA AIRPORT, AK US","2018-07-20","0.00",,"61","56"
"USW00025333","SITKA AIRPORT, AK US","2018-07-21","0.00",,"65","55"
"USW00025333","SITKA AIRPORT, AK US","2018-07-22","0.00",,"65","54"
"USW00025333","SITKA AIRPORT, AK US","2018-07-23","0.00",,"63","54"
"USW00025333","SITKA AIRPORT, AK US","2018-07-24","0.00",,"59","52"
"USW00025333","SITKA AIRPORT, AK US","2018-07-25","0.00",,"64","52"
"USW00025333","SITKA AIRPORT, AK US","2018-07-26","0.00",,"65","58"
"USW00025333","SITKA AIRPORT, AK US","2018-07-27","0.00",,"68","58"
"USW00025333","SITKA AIRPORT, AK US","2018-07-28","0.00",,"66","56"
"USW00025333","SITKA AIRPORT, AK US","2018-07-29","0.00",,"64","56"
"USW00025333","SITKA AIRPORT, AK US","2018-07-30","0.00",,"67","58"
"USW00025333","SITKA AIRPORT, AK US","2018-07-31","0.00",,"65","56"
"USW00025333","SITKA AIRPORT, AK US","2018-08-01","0.00",,"66","56"
"USW00025333","SITKA AIRPORT, AK US","2018-08-02","0.17",,"59","56"
"USW00025333","SITKA AIRPORT, AK US","2018-08-03","0.01",,"67","55"
"USW00025333","SITKA AIRPORT, AK US","2018-08-04","0.00",,"73","55"
"USW00025333","SITKA AIRPORT, AK US","2018-08-05","0.00",,"72","54"
"USW00025333","SITKA AIRPORT, AK US","2018-08-06","0.00",,"64","56"
"USW00025333","SITKA AIRPORT, AK US","2018-08-07","0.07",,"62","55"
"USW00025333","SITKA AIRPORT, AK US","2018-08-08","2.62",,"61","57"
"USW00025333","SITKA AIRPORT, AK US","2018-08-09","0.65",,"61","55"
"USW00025333","SITKA AIRPORT, AK US","2018-08-10","0.01",,"63","53"
"USW00025333","SITKA AIRPORT, AK US","2018-08-11","0.00",,"65","51"
"USW00025333","SITKA AIRPORT, AK US","2018-08-12","0.05",,"62","56"
"USW00025333","SITKA AIRPORT, AK US","2018-08-13","1.29",,"59","56"
"USW00025333","SITKA AIRPORT, AK US","2018-08-14","0.09",,"61","55"
"USW00025333","SITKA AIRPORT, AK US","2018-08-15","0.00",,"60","52"
"USW00025333","SITKA AIRPORT, AK US","2018-08-16","0.00",,"63","53"
"USW00025333","SITKA AIRPORT, AK US","2018-08-17","0.20",,"66","52"
"USW00025333","SITKA AIRPORT, AK US","2018-08-18","0.00",,"63","51"
"USW00025333","SITKA AIRPORT, AK US","2018-08-19","0.00",,"67","51"
"USW00025333","SITKA AIRPORT, AK US","2018-08-20","0.00",,"65","52"
"USW00025333","SITKA AIRPORT, AK US","2018-08-21","0.25",,"63","55"
"USW00025333","SITKA AIRPORT, AK US","2018-08-22","0.46",,"59","55"
"USW00025333","SITKA AIRPORT, AK US","2018-08-23","0.02",,"60","55"
"USW00025333","SITKA AIRPORT, AK US","2018-08-24","0.39",,"58","54"
"USW00025333","SITKA AIRPORT, AK US","2018-08-25","0.32",,"58","54"
"USW00025333","SITKA AIRPORT, AK US","2018-08-26","0.00",,"63","51"
"USW00025333","SITKA AIRPORT, AK US","2018-08-27","0.63",,"59","55"
"USW00025333","SITKA AIRPORT, AK US","2018-08-28","1.33",,"61","56"
"USW00025333","SITKA AIRPORT, AK US","2018-08-29","0.00",,"62","53"
"USW00025333","SITKA AIRPORT, AK US","2018-08-30","0.21",,"61","53"
"USW00025333","SITKA AIRPORT, AK US","2018-08-31","0.23",,"61","54"
"USW00025333","SITKA AIRPORT, AK US","2018-09-01","0.39",,"57","52"
"USW00025333","SITKA AIRPORT, AK US","2018-09-02","0.00",,"63","49"
"USW00025333","SITKA AIRPORT, AK US","2018-09-03","0.00",,"62","48"
"USW00025333","SITKA AIRPORT, AK US","2018-09-04","0.00",,"65","48"
"USW00025333","SITKA AIRPORT, AK US","2018-09-05","0.00",,"67","50"
"USW00025333","SITKA AIRPORT, AK US","2018-09-06","0.00",,"64","50"
"USW00025333","SITKA AIRPORT, AK US","2018-09-07","0.14",,"65","52"
"USW00025333","SITKA AIRPORT, AK US","2018-09-08","0.01",,"68","55"
"USW00025333","SITKA AIRPORT, AK US","2018-09-09","0.01",,"66","54"
"USW00025333","SITKA AIRPORT, AK US","2018-09-10","0.00",,"71","51"
"USW00025333","SITKA AIRPORT, AK US","2018-09-11","0.00",,"69","50"
"USW00025333","SITKA AIRPORT, AK US","2018-09-12","0.00",,"67","47"
"USW00025333","SITKA AIRPORT, AK US","2018-09-13","0.00",,"61","49"
"USW00025333","SITKA AIRPORT, AK US","2018-09-14","0.00",,"65","46"
"USW00025333","SITKA AIRPORT, AK US","2018-09-15","0.00",,"62","45"
"USW00025333","SITKA AIRPORT, AK US","2018-09-16","0.00",,"59","41"
"USW00025333","SITKA AIRPORT, AK US","2018-09-17","0.00",,"60","41"
"USW00025333","SITKA AIRPORT, AK US","2018-09-18","0.00",,"64","44"
"USW00025333","SITKA AIRPORT, AK US","2018-09-19","0.00",,"63","42"
"USW00025333","SITKA AIRPORT, AK US","2018-09-20","0.00",,"58","43"
"USW00025333","SITKA AIRPORT, AK US","2018-09-21","0.00",,"64","43"
"USW00025333","SITKA AIRPORT, AK US","2018-09-22","0.12",,"56","43"
"USW00025333","SITKA AIRPORT, AK US","2018-09-23","0.79",,"56","50"
"USW00025333","SITKA AIRPORT, AK US","2018-09-24","0.22",,"56","50"
"USW00025333","SITKA AIRPORT, AK US","2018-09-25","1.52",,"57","54"
"USW00025333","SITKA AIRPORT, AK US","2018-09-26","0.31",,"57","53"
"USW00025333","SITKA AIRPORT, AK US","2018-09-27","0.03",,"57","53"
"USW00025333","SITKA AIRPORT, AK US","2018-09-28","0.01",,"61","50"
"USW00025333","SITKA AIRPORT, AK US","2018-09-29","0.00",,"64","45"
"USW00025333","SITKA AIRPORT, AK US","2018-09-30","0.00",,"63","43"
"USW00025333","SITKA AIRPORT, AK US","2018-10-01","0.00",,"66","41"
"USW00025333","SITKA AIRPORT, AK US","2018-10-02","0.00",,"56","40"
"USW00025333","SITKA AIRPORT, AK US","2018-10-03","0.00",,"54","38"
"USW00025333","SITKA AIRPORT, AK US","2018-10-04","0.01",,"54","38"
"USW00025333","SITKA AIRPORT, AK US","2018-10-05","0.78",,"57","49"
"USW00025333","SITKA AIRPORT, AK US","2018-10-06","0.08",,"52","48"
"USW00025333","SITKA AIRPORT, AK US","2018-10-07","0.25",,"53","49"
"USW00025333","SITKA AIRPORT, AK US","2018-10-08","0.23",,"56","42"
"USW00025333","SITKA AIRPORT, AK US","2018-10-09","0.00",,"54","40"
"USW00025333","SITKA AIRPORT, AK US","2018-10-10","1.51",,"53","45"
"USW00025333","SITKA AIRPORT, AK US","2018-10-11","0.40",,"52","46"
"USW00025333","SITKA AIRPORT, AK US","2018-10-12","0.02",,"54","43"
"USW00025333","SITKA AIRPORT, AK US","2018-10-13","0.40",,"56","47"
"USW00025333","SITKA AIRPORT, AK US","2018-10-14","0.38",,"57","54"
"USW00025333","SITKA AIRPORT, AK US","2018-10-15","0.02",,"60","53"
"USW00025333","SITKA AIRPORT, AK US","2018-10-16","1.50",,"59","51"
"USW00025333","SITKA AIRPORT, AK US","2018-10-17","0.16",,"55","49"
"USW00025333","SITKA AIRPORT, AK US","2018-10-18","0.08",,"55","48"
"USW00025333","SITKA AIRPORT, AK US","2018-10-19","0.87",,"56","49"
"USW00025333","SITKA AIRPORT, AK US","2018-10-20","0.20",,"54","48"
"USW00025333","SITKA AIRPORT, AK US","2018-10-21","0.08",,"56","50"
"USW00025333","SITKA AIRPORT, AK US","2018-10-22","0.93",,"61","48"
"USW00025333","SITKA AIRPORT, AK US","2018-10-23","0.25",,"61","51"
"USW00025333","SITKA AIRPORT, AK US","2018-10-24","0.00",,"55","50"
"USW00025333","SITKA AIRPORT, AK US","2018-10-25","0.49",,"55","48"
"USW00025333","SITKA AIRPORT, AK US","2018-10-26","0.60",,"51","44"
"USW00025333","SITKA AIRPORT, AK US","2018-10-27","0.01",,"54","46"
"USW00025333","SITKA AIRPORT, AK US","2018-10-28","0.00",,"54","45"
"USW00025333","SITKA AIRPORT, AK US","2018-10-29","0.24",,"55","46"
"USW00025333","SITKA AIRPORT, AK US","2018-10-30","0.23",,"51","41"
"USW00025333","SITKA AIRPORT, AK US","2018-10-31","0.03",,"47","39"
"USW00025333","SITKA AIRPORT, AK US","2018-11-01","0.06",,"49","43"
"USW00025333","SITKA AIRPORT, AK US","2018-11-02","0.30",,"45","40"
"USW00025333","SITKA AIRPORT, AK US","2018-11-03","0.35",,"50","44"
"USW00025333","SITKA AIRPORT, AK US","2018-11-04","0.30",,"48","44"
"USW00025333","SITKA AIRPORT, AK US","2018-11-05","0.01",,"47","35"
"USW00025333","SITKA AIRPORT, AK US","2018-11-06","0.00",,"46","32"
"USW00025333","SITKA AIRPORT, AK US","2018-11-07","0.04",,"50","33"
"USW00025333","SITKA AIRPORT, AK US","2018-11-08","0.49",,"51","45"
"USW00025333","SITKA AIRPORT, AK US","2018-11-09","0.25",,"50","43"
"USW00025333","SITKA AIRPORT, AK US","2018-11-10","0.23",,"47","43"
"USW00025333","SITKA AIRPORT, AK US","2018-11-11","0.13",,"50","45"
"USW00025333","SITKA AIRPORT, AK US","2018-11-12","0.08",,"54","49"
"USW00025333","SITKA AIRPORT, AK US","2018-11-13","0.56",,"53","46"
"USW00025333","SITKA AIRPORT, AK US","2018-11-14","0.92",,"49","45"
"USW00025333","SITKA AIRPORT, AK US","2018-11-15","0.14",,"48","37"
"USW00025333","SITKA AIRPORT, AK US","2018-11-16","0.52",,"48","36"
"USW00025333","SITKA AIRPORT, AK US","2018-11-17","1.65",,"54","47"
"USW00025333","SITKA AIRPORT, AK US","2018-11-18","0.88",,"52","47"
"USW00025333","SITKA AIRPORT, AK US","2018-11-19","0.02",,"52","45"
"USW00025333","SITKA AIRPORT, AK US","2018-11-20","0.43",,"51","43"
"USW00025333","SITKA AIRPORT, AK US","2018-11-21","0.06",,"46","38"
"USW00025333","SITKA AIRPORT, AK US","2018-11-22","0.18",,"47","39"
"USW00025333","SITKA AIRPORT, AK US","2018-11-23","0.00",,"44","34"
"USW00025333","SITKA AIRPORT, AK US","2018-11-24","0.04",,"48","36"
"USW00025333","SITKA AIRPORT, AK US","2018-11-25","0.04",,"54","48"
"USW00025333","SITKA AIRPORT, AK US","2018-11-26","0.73",,"53","46"
"USW00025333","SITKA AIRPORT, AK US","2018-11-27","0.00",,"47","41"
"USW00025333","SITKA AIRPORT, AK US","2018-11-28","0.28",,"45","40"
"USW00025333","SITKA AIRPORT, AK US","2018-11-29","0.13",,"43","34"
"USW00025333","SITKA AIRPORT, AK US","2018-11-30","0.03",,"39","31"
"USW00025333","SITKA AIRPORT, AK US","2018-12-01","0.00",,"36","28"
"USW00025333","SITKA AIRPORT, AK US","2018-12-02","0.02",,"39","32"
"USW00025333","SITKA AIRPORT, AK US","2018-12-03","0.02",,"39","32"
"USW00025333","SITKA AIRPORT, AK US","2018-12-04","0.02",,"41","35"
"USW00025333","SITKA AIRPORT, AK US","2018-12-05","0.00",,"41","35"
"USW00025333","SITKA AIRPORT, AK US","2018-12-06","0.01",,"44","39"
"USW00025333","SITKA AIRPORT, AK US","2018-12-07","0.04",,"48","40"
"USW00025333","SITKA AIRPORT, AK US","2018-12-08","0.06",,"52","45"
"USW00025333","SITKA AIRPORT, AK US","2018-12-09","0.42",,"50","41"
"USW00025333","SITKA AIRPORT, AK US","2018-12-10","1.30",,"45","42"
"USW00025333","SITKA AIRPORT, AK US","2018-12-11","0.92",,"46","38"
"USW00025333","SITKA AIRPORT, AK US","2018-12-12","0.05",,"43","37"
"USW00025333","SITKA AIRPORT, AK US","2018-12-15","0.00",,"46","31"
"USW00025333","SITKA AIRPORT, AK US","2018-12-16","0.31",,"49","43"
"USW00025333","SITKA AIRPORT, AK US","2018-12-17","0.35",,"48","43"
"USW00025333","SITKA AIRPORT, AK US","2018-12-18","0.62",,"48","41"
"USW00025333","SITKA AIRPORT, AK US","2018-12-19","0.28",,"43","35"
"USW00025333","SITKA AIRPORT, AK US","2018-12-20","0.42",,"39","31"
"USW00025333","SITKA AIRPORT, AK US","2018-12-21","0.00",,"41","32"
"USW00025333","SITKA AIRPORT, AK US","2018-12-22","0.00",,"44","36"
"USW00025333","SITKA AIRPORT, AK US","2018-12-23","0.08",,"43","36"
"USW00025333","SITKA AIRPORT, AK US","2018-12-24","0.61",,"41","37"
"USW00025333","SITKA AIRPORT, AK US","2018-12-25","0.00",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","2018-12-26","0.21",,"46","42"
"USW00025333","SITKA AIRPORT, AK US","2018-12-27","0.26",,"47","42"
"USW00025333","SITKA AIRPORT, AK US","2018-12-28","0.03",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","2018-12-29","0.13",,"38","32"
"USW00025333","SITKA AIRPORT, AK US","2018-12-30","0.20",,"42","36"
"USW00025333","SITKA AIRPORT, AK US","2018-12-31","0.89",,"48","41"